,�..control,country,c_code,region,inc_grp,year,TFP,TFP_wb,TFPgrowth,ghg_serv,ghg_ind,ghg_agr,ghg_agrc,va_ser,va_ind,va_agr,ghg_va_agr,ghg_va_ind,ghg_va_ser,life_expectancy,patents_tot,internet_access,urbanization,popage15_64,ruleoflaw,sch,exports_gdp,imports_gdp,trade.exp.imp.,ed_tc25,fdi_imf,rl_wb2,ROL,innovation_index,education_index,efficiency_index,infrastructure_index,governance_index,pat_wb2,str_agr,str_ind,str_ser,eps,ghg_tot
2136,SWE2003,Sweden,SWE,Europe & Central Asia,High income,2003,0.963995934,0.955,0.023,9.0479,59.998,-15.4678,0,259000,105000,6955.615334,0,0.000570383,3.49E-05,80.09512195,3728,79.13,84.196,64.97632335,1.926438,137.02494,40.37028049,35.21308398,75.58336447,16.718,0.7384,1.8936,1.926438,3.048736,2.059632,2.055303,2.370584,1.992072,0.0805,1,0.984100952,0.997547696,0.993882883,53.5781
2137,SWZ2003,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2003,0.847039759,0.929,0.034,0.4225,0.004,1.0664,1.0664,1580.140444,1317.749785,446.0784414,0.002390611,3.04E-06,0.000267381,43.372,NA,2.437073851,22.296,55.01749117,-0.7338958,47.07832,83.77254209,88.31948444,172.0920265,0.424,0.1058,-0.751,-0.7338958,-0.4460317,-0.8091074,-0.2020348,-0.8079415,-0.5904973,0.0178,0.964062023,0.999915262,0.974559226,0.97951217,1.4929
2138,SXM2003,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2139,SYC2003,Seychelles,SYC,Sub-Saharan Africa,High income,2003,NA,1,0,0.0549,4.00E-04,0.0078,0.0078,519.7728314,106.9417076,26.79896444,0.000291056,3.74E-06,0.000105623,71.02926829,NA,14.59250432,51.123,66.55051859,0.1112558,74.86429,88.88355942,86.51762128,175.4011807,1.051,0.2797,0.14,0.1112558,-0.3548478,-0.8712198,0.6235998,0.5203853,0.2612341,0.00025,0.995624565,0.99989575,0.990554378,0.995358231,0.0631
2140,SYR2003,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2003,NA,1,0,8.1757,65.7867,5.8531,5.8531,NA,NA,NA,NA,NA,NA,73.967,249,3.397972614,53.049,56.76649164,-0.4675913,62.79778,33.47052542,28.5685692,62.03909462,3.498,0.1054,-0.3685,-0.4675913,-0.50172,-0.5796286,-0.4944065,0.0219485,-0.745975,0.0048,NA,NA,NA,NA,79.8155
2141,TCA2003,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2142,TCD2003,Chad,TCD,Sub-Saharan Africa,Low income,2003,NA,1,0,1.3206,0.0074,36.6128,36.6128,NA,NA,NA,NA,NA,NA,48.057,NA,0.320308555,21.735,48.03138838,-1.335489,14.76671,24.63296691,58.74594805,83.37891496,1.051,0.083,-1.3086,-1.335489,-0.5235875,-1.198277,-1.033602,-1.341725,-1.100133,0.00025,NA,NA,NA,NA,37.9408
2143,TGO2003,Togo,TGO,Sub-Saharan Africa,Low income,2003,0.993993223,1.011,0.02,0.7097,2.3731,10.5304,10.5304,1626.403097,249.978411,1030.167153,0.01022203,0.00949322,0.000436362,53.938,NA,1.2,34.265,54.24640461,-0.9295806,41.64555,34.38283646,46.86786944,81.2507059,1.458,0.075,-0.9826,-0.9295806,-0.5477458,-0.9313746,-0.9401017,-1.198756,-0.8741333,0.00025,0.846332558,0.735382781,0.95784984,0.846521726,13.6132
2144,THA2003,Thailand,THA,East Asia & Pacific,Upper middle income,2003,0.952843726,0.958,0.042,22.1742,218.7403,64.9869,64.9869,127000,97320.93095,33556.76627,0.001936626,0.002247618,0.000174459,71.389,5131,9.299027238,34.941,70.42985961,0.1621313,NA,61.52256137,55.1702768,116.6928382,7.97,0.5529,0.1479,0.1621313,-0.4716214,-0.235869,0.7015445,0.0908309,0.2665387,0.0141,0.970886765,0.937349137,0.983747652,0.963994518,305.9014
2145,TJK2003,Tajikistan,TJK,Europe & Central Asia,Low income,2003,0.414308697,0.597,0.114,0.5224,2.8822,2.8199,2.8199,1040.08798,973.809892,683.7125447,0.004124394,0.002959715,0.000502265,64.496,31,0.064583777,26.507,56.30934089,-1.027935,79.79941,63.93077666,73.73881631,137.669593,6.724,0.055,-1.029,-1.027935,-0.6427693,0.5502852,-0.880744,-0.3129355,-1.037307,0.0012,0.93799812,0.917499905,0.951333139,0.935610388,6.2245
2146,TKM2003,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2003,NA,1,0,2.2625,70.7865,6.7652,6.7652,NA,NA,NA,NA,NA,NA,64.386,NA,0.425182632,46.587,61.36842175,-1.421892,NA,32.60668294,30.59506776,63.2017507,11.356,0.1035,-1.3917,-1.421892,-0.4387645,0.61216,0.108125,-0.4184394,-1.302641,0.0105,NA,NA,NA,NA,79.8142
2147,TLS2003,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2003,NA,1,0,NA,NA,NA,NA,384.0979581,350.883755,176.5539313,NA,NA,NA,61.888,NA,NA,25.343,51.42338572,-0.5266637,47.00348,17.04051936,105.3153269,122.3558463,2.848,0.0106,-0.7993,-0.5266637,-0.6146635,-0.5449083,-0.821203,-0.974503,-0.5388315,0.0026,NA,NA,NA,NA,NA
2148,TON2003,Tonga,TON,East Asia & Pacific,Upper middle income,2003,NA,1,0,0.1002,8.00E-04,0.0901,0.0901,NA,57.8121773,67.77884441,0.001329323,1.38E-05,NA,69.803,NA,2.985817368,23.098,56.08249907,-0.2755337,119.31939,19.3596076,56.6017501,75.9613577,7.342,0.1787,-0.1435,-0.2755337,-0.5347525,-0.3246107,0.4270736,0.0863067,-0.2221967,0.0097,0.980016331,0.999615334,NA,NA,0.1911
2149,TTO2003,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2003,0.970133126,0.835,0.094,2.7759,25.9837,0.3378,0.3378,7369.933334,8424.08024,176.0715424,0.001918538,0.003084455,0.000376652,70.164,231,25.97176411,55.343,70.0759373,0.2765765,NA,NA,NA,NA,5.07,0.3524,0.2104,0.2765765,-0.3987446,-0.0649825,0.3982572,0.522166,0.4239537,0.0375,0.971158681,0.91402286,0.963754157,0.949645233,29.0974
2150,TUN2003,Tunisia,TUN,Middle East & North Africa,Lower middle income,2003,0.961803019,0.952,0.018,1.9201,23.9867,3.5414,3.5414,16793.67053,9863.039183,2955.557525,0.001198217,0.002431979,0.000114335,73.842,155,6.490845795,64.585,65.82012748,-0.143253,77.37942,39.48345221,42.90665558,82.39010779,5.012,0.1902,-0.0863,-0.143253,-0.2240319,-0.3240167,-0.1048756,-0.0240482,0.1423635,0.0046,0.981987243,0.932210196,0.989692907,0.967963449,29.4482
2151,TUR2003,Turkey,TUR,Europe & Central Asia,Upper middle income,2003,0.975256145,0.95,0.034,37.1334,231.6358,8.5691,8.5691,315000,125000,55641.75361,0.000154005,0.001851472,0.000117902,71.559,837,12.33,66.602,64.15604275,0.1510643,90.08895,22.24313333,23.35833847,45.6014718,5.88,0.4093,0.1337,0.1510643,-0.2316787,-0.2805275,0.1025062,0.4084579,-0.0281595,0.0038,0.997684848,0.948391444,0.989340191,0.978472161,277.3383
2152,TUV2003,Tuvalu,TUV,East Asia & Pacific,Upper middle income,2003,NA,1,0,NA,NA,NA,NA,NA,1.998710383,5.965988864,NA,NA,NA,NA,NA,NA,47.656,NA,1.297973,NA,NA,NA,NA,5.282,0.30765,1.2431,1.297973,-0.4890835,0.2177224,-0.0553637,-0.1739996,0.4365631,0.0097,NA,NA,NA,NA,NA
2153,TZA2003,Tanzania,TZA,Sub-Saharan Africa,Low income,2003,1.070715189,0.966,0.038,4.2114,13.3711,146.1039,146.1039,8686.322965,4232.908965,6017.843597,0.024278448,0.003158844,0.000484831,52.866,1,0.676962857,23.611,52.66904568,-0.2493649,NA,15.08793375,15.35043377,30.43836752,0.584,0.0882,-0.2865,-0.2493649,-0.4566692,-1.214698,-0.3772179,-1.240872,-0.421816,0.00025,0.635022887,0.911949316,0.953057069,0.833343091,163.6864
2154,UGA2003,Uganda,UGA,Sub-Saharan Africa,Low income,2003,NA,1.026001,0.0172036,0.3318,0.2581,33.6322,33.6322,6639.171371,1945.380912,4715.742927,0.007131899,0.000132673,5.00E-05,49.421,5,0.46484984,16.061,48.11887754,-0.4921862,NA,11.38672483,25.19900163,36.58572646,2.646,0.0871,-0.5404,-0.4921862,-0.5442163,-1.096352,-0.1312281,-1.107203,-0.5371497,0,0.892786396,0.996301828,0.996054559,0.961714261,34.2221
2155,UKR2003,Ukraine,UKR,Europe & Central Asia,Lower middle income,2003,0.859308362,0.772,0.096,10.1242,394.7312,11.9501,11.9501,62698.69352,32019.99806,7706.180201,0.001550716,0.012327646,0.000161474,68.21073171,3073,3.148127588,67.427,69.26546948,-0.7810804,104.31278,54.68504291,52.77365922,107.4587021,25.662,0.1618,-0.8423,-0.7810804,0.045754,1.481315,-0.0670871,0.4556816,-0.5481495,0.0133,0.976688137,0.656375034,0.985031651,0.872698274,416.8055
2156,URY2003,Uruguay,URY,Latin America & Caribbean,High income,2003,0.829300225,0.788,0.01,2.5753,5.095,14.2148,14.2148,15668.37864,6508.463623,2612.306543,0.005441475,0.000782827,0.000164363,75.373,549,15.93713672,92.828,62.47636647,0.6623972,109.13846,27.43242014,24.32677945,51.75919959,5.554,0.1549,0.5925,0.6623972,-0.3169353,-0.3588401,-0.1651691,0.4054016,0.8123869,0.0348,0.918198485,0.978179216,0.984745977,0.960374559,21.8851
2157,USA2003,United States,USA,North America,High income,2003,0.962523222,0.957,0.019,266.3584,6259.5128,-22.3767,0,1.00E+07,2800000,151000,0,0.002234806,2.66E-05,77.03658537,342441,61.69711712,79.583,66.45414817,1.590775,NA,9.043069872,13.4340307,22.47710057,27.402,0.876,1.5461,1.590775,2.532779,2.117942,2.426947,2.130211,1.516252,0.2286,1,0.937706263,0.998368427,0.978691563,6503.4945
2158,UZB2003,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2003,NA,1,0,4.6269,196.9751,11.2638,11.2638,9430.06892,5490.550357,8750.806639,0.001287173,0.035875292,0.000490654,67.868,1102,1.912595178,47.571,60.71624404,-1.309614,97.62988,38.23758635,32.22168834,70.45927469,6.724,0.3237,-1.2839,-1.309614,-0.5301496,0.6582212,0.0452874,-0.019024,-1.284804,0.0109,0.98064997,0,0.952481272,0.644377081,212.8658
2159,VCT2003,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2003,NA,1,0,0.0511,8.00E-04,-0.0385,0,373.8338477,108.0381899,40.19421792,0,7.40E-06,0.000136692,71.087,NA,6.462274167,46.283,63.34305707,0.6153907,86.22111,35.87522879,50.10156225,85.97679104,8.942,0.2066,0.5675,0.6153907,-0.633177,0.6564357,0.2395846,0.3536471,0.5830319,0.00115,1,0.99979373,0.987482175,0.995758635,0.0134
2160,VEN2003,"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2003,0.815103173,0.838,-0.089,9.3849,175.7279,152.419,152.419,90725.23816,143000,16861.87244,0.009039269,0.001231217,0.000103443,72.618,2069,7.499963465,87.902,62.63417542,-1.294148,69.5794,33.85338941,16.72361797,50.57700738,3.778,0.1739,-1.2975,-1.294148,-0.3707897,-0.1056043,-0.3442984,0.149759,-0.9304139,0.0158,0.864112965,0.965680642,0.990769943,0.94018785,337.5318
2161,VGB2003,British Virgin Islands,VGB,Latin America & Caribbean,High income,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.615,NA,NA,100.55419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2162,VIR2003,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2003,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.57317073,NA,27.42907299,93.251,66.90107051,NA,NA,188.8213148,171.8795251,360.7008399,5.554,0.30375,0,0,-0.281434,0.0204033,0.42177,0.953257,0.1216852,0.0292,NA,NA,NA,NA,NA
2163,VNM2003,Vietnam,VNM,East Asia & Pacific,Lower middle income,2003,NA,1.076137,-0.0044922,9.4003,90.7858,41.6708,41.6708,29581.33907,27295.99064,16922.92536,0.002462388,0.003325976,0.000317778,73.654,1150,3.780280814,26.092,64.62394754,-0.5810017,NA,56.67325792,67.65469652,124.3279544,3.098,0.1797,-0.4866,-0.5810017,-0.5744984,0.0895006,-0.1852912,-0.5141184,-0.4989779,0.0026,0.962983002,0.907290622,0.969575808,0.946616477,141.8569
2164,VUT2003,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2003,NA,1,0,0.0993,0.0021,0.3613,0.3613,NA,40.7444748,119.4729713,0.003024115,5.15E-05,NA,67.99,NA,3.903295845,22.521,56.39453355,0.1132963,40.34037,43.27763898,48.29273371,91.57037269,5.282,0.1369,-0.2113,0.1132963,-0.5217042,0.2089995,-0.4224842,-0.5923831,-0.1529116,0.0097,0.954538578,0.998564472,NA,NA,0.4627
2165,WSM2003,Samoa,WSM,East Asia & Pacific,Upper middle income,2003,NA,1,0,0.1086,0.0018,0.1616,0.1616,NA,110.3023911,80.67229684,0.002003166,1.63E-05,NA,69.781,7,2.799630449,21.698,55.3931622,1.027928,83.7576,30.59969656,44.45468526,75.05438182,5.282,0.1325,0.9769,1.027928,-0.5168828,-0.2421729,0.0876662,-0.0347461,0.712174,0.0127,0.969886471,0.999545648,NA,NA,0.272
2166,XKX2003,Kosovo,XKX,Europe & Central Asia,Upper middle income,2003,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.19512195,NA,NA,NA,NA,-0.8221036,NA,5.612741125,49.38806938,55.00081051,11.142,0.11645,-1.0648,-0.8221036,-0.4741653,0.4164436,0.3832918,0,-0.2931695,0.0148,NA,NA,NA,NA,NA
2167,YEM2003,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2003,NA,1.419079,-0.006546,1.7932,17.774,6.0245,6.0245,5247.937988,10864.79345,2038.02536,0.002956048,0.001635926,0.000341696,62.358,29,0.6047341,27.849,49.95726626,-1.213426,47.51481,NA,NA,NA,1.132,0.0943,-1.2317,-1.213426,-0.5213318,-0.3455454,-1.007059,-0.9121274,-0.9072167,6.00E-04,0.955561827,0.954399646,0.967210719,0.959057398,25.5917
2168,ZAF2003,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2003,1.021860838,1.033,0.019,29.2433,346.2449,30.7785,30.7785,172000,88267.96743,7599.934024,0.004049838,0.003922656,0.000170368,53.749,6225,7.007691726,58.446,63.40793193,0.1241469,83.49302,26.88506116,24.51676993,51.40183109,0.642,0.5077,0.0431,0.1241469,-0.0503577,-0.539884,0.9486144,-0.0127241,0.5232078,0.0371,0.939118918,0.890658562,0.984152184,0.937976555,406.2667
2169,ZMB2003,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2003,NA,0.7199809,0.0408279,1.9241,17.9393,93.3006,93.3006,5373.160889,3304.509329,2231.41548,0.041812294,0.005428733,0.000358095,46.322,13,0.980483039,35.951,50.8511032,-0.3904316,NA,25.68396403,36.62888064,62.31284467,1.314,0.0696,-0.4702,-0.3904316,-0.6791345,-1.093187,-1.250804,-0.9075459,-0.3794275,3.00E-04,0.371437155,0.848677664,0.965589133,0.728567984,113.164
2170,ZWE2003,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2003,0.682068884,0.697,-0.141,0.7471,14.2521,47.547,47.547,4646.506519,2053.210928,1888.064736,0.025182929,0.006941372,0.000160787,43.195,NA,1.8,34.479,55.40464775,-1.700848,39.97964,32.39705909,38.05492912,70.45198821,0.928,0.08675,-1.6811,-1.700848,-0.5025705,-0.2983169,-1.986656,-0.6679798,-1.360257,0.00285,0.621425854,0.806513854,0.985099584,0.80434643,62.5462
2171,ABW2002,Aruba,ABW,Latin America & Caribbean,High income,2002,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.937,1,18.8,45.972,69.42163551,NA,100.52068,64.92086331,69.38129496,134.3021583,5.586,0.1743,0,0,-0.2865427,0.0686807,0.1483982,0.6450292,0.1216852,0.031,NA,NA,NA,NA,NA
2172,AFG2002,Afghanistan,AFG,South Asia,Low income,2002,NA,1,0,6.0762,0.1091,10.1283,10.1283,2853.190137,1570.759661,3524.212369,0.002873919,6.95E-05,0.002129616,56.784,NA,0.004561395,22.261,49.09874752,-1.670823,NA,32.77984127,70.32936157,103.1092028,5.09,0.16725,-1.7719,-1.670823,-0.5747082,-0.9490766,-0.6595613,-1.376655,-1.698001,5.00E-04,0.979556787,0.998158392,0.801287457,0.926334212,16.3136
2173,AGO2002,Angola,AGO,Sub-Saharan Africa,Lower middle income,2002,0.712762475,1,0,2.0871,51.5014,76.9301,76.9301,18994.93878,21688.5551,2848.24921,0.02700961,0.002374589,0.000109877,47.702,NA,0.270376746,52.461,50.29598302,-1.617329,14.98359,57.0849959,48.2167467,105.3017426,0.994,0.1065,-1.6058,-1.617329,-0.5211825,-1.157148,-1.183967,-1.161907,-1.328066,0.00015,0.807870991,0.937078255,0.990616949,0.911855398,130.5186
2174,ALB2002,Albania,ALB,Europe & Central Asia,Upper middle income,2002,NA,0.8779998,0.0014782,0.7276,3.9304,3.8975,3.8975,3375.011004,1700.923144,1562.974011,0.002493644,0.002310745,0.000215584,74.579,238,0.390081273,43.501,63.47476974,-0.7621468,72.86855,20.94560691,47.57943101,68.52503792,4.254,0.1221,-0.9217,-0.7621468,-0.5470619,-0.3520482,-0.1122977,0.0198544,-0.407372,0.0178,0.982261819,0.938769991,0.980708019,0.967246609,8.5555
2175,AND2002,Andorra,AND,Europe & Central Asia,High income,2002,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.26046872,91.641,NA,1.252001,NA,NA,NA,NA,9.982,0.3259,1.2752,1.252001,0.0223008,0.7085745,0.5770127,1.151763,1.512446,0.046,NA,NA,NA,NA,NA
2176,ARE2002,United Arab Emirates,ARE,Middle East & North Africa,High income,2002,NA,1,0,37.8878,123.3248,1.141,1.141,84660.55398,115000,3419.229251,0.000333701,0.001072557,0.000447526,74.758,NA,28.31648531,81.067,77.00266502,0.726275,NA,49.50334738,43.56831143,93.07165881,11.842,0.2681,0.7118,0.726275,0.3047998,0.3774573,0.4095122,1.24836,0.8191543,0.1515,0.997626266,0.971579436,0.958965872,0.976057191,162.3536
2177,ARG2002,Argentina,ARG,Latin America & Caribbean,Upper middle income,2002,0.810238004,0.782,-0.067,17.9798,143.4352,181.2247,181.2247,137000,65666.71239,21794.17954,0.00831528,0.002184291,0.000130765,73.932,4861,10.88212438,89.51,62.21343388,-0.7579951,95.8991,28.382597,13.37012736,41.75272436,3.998,0.3354,-0.8161,-0.7579951,-0.2477297,-0.2741497,-0.0467143,0.2458768,-0.434269,0.0304,0.940850442,0.942120763,0.988658917,0.95721004,342.6397
2178,ARM2002,Armenia,ARM,Europe & Central Asia,Upper middle income,2002,0.667325377,0.696,0.23,0.7028,3.6951,2.0317,2.0317,NA,NA,NA,NA,NA,NA,72.112,207,1.960405046,64.236,65.20660334,-0.423272,NA,29.35657306,46.5868759,75.94344896,13.728,0.137,-0.3792,-0.423272,-0.4079883,0.9013224,0.2568903,0.1484934,-0.2303655,0.0141,NA,NA,NA,NA,6.4296
2179,ASM2002,American Samoa,ASM,East Asia & Pacific,Upper middle income,2002,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.394,NA,NA,NA,100.7782101,108.7548638,209.5330739,14.552,0.72795,0,0,1.605643,0.9575202,1.696295,0.2325509,0.1216852,0.3246,NA,NA,NA,NA,NA
2180,ATG2002,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,NA,1,0,0.1339,0.125,0.0349,0.0349,712.4914125,137.5847796,18.96808005,0.001839933,0.000908531,0.000187932,74.395,NA,12.5,31.098,65.51759372,1.061046,NA,52.52359964,58.24094026,110.7645399,5.586,0.2709,1.0182,1.061046,-0.3247556,-0.0868402,0.4488807,0.811581,0.8380376,0.031,0.986911899,0.975925789,0.983300106,0.982045931,0.2938
2181,AUS2002,Australia,AUS,East Asia & Pacific,High income,2002,1.043202519,0.977,0.012,22.992,390.9131,239.2595,239.2595,587000,228000,22361.04139,0.010699837,0.001711911,3.91E-05,79.93658537,22545,NA,84.222,67.04806589,1.79999,NA,20.7745942,20.78268167,41.55727587,17.334,0.8727,1.7549,1.79999,2.179074,2.112257,2.131937,2.028502,1.730399,0.227,0.923888235,0.954637865,0.997251555,0.958592552,653.1646
2182,AUT2002,Austria,AUT,Europe & Central Asia,High income,2002,0.969705284,0.988,0.004,3.9783,72.7258,-9.7577,0,209000,93129.84392,4687.175002,0,0.000780908,1.90E-05,78.67804878,2261,36.56,59.655,67.90045796,1.891656,99.02117,45.3193862,41.6287818,86.948168,8.616,0.6125,1.862,1.891656,1.468309,1.152719,1.590067,1.661435,1.883415,0.057,1,0.979307538,0.999135721,0.99281442,66.9464
2183,AZE2002,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2002,NA,1,0,2.3646,49.1732,5.4875,5.4875,6585.709207,7045.524315,2183.108407,0.002513618,0.006979353,0.00035905,67.391,241,4.999713678,51.787,64.51452998,-0.908657,NA,42.76783505,50.04865979,92.81649484,11.113,0.094,-0.8531,-0.908657,-0.4742995,0.4268464,-0.1250672,-0.2939117,-0.8831402,0.0065,0.982119737,0.815061441,0.967259576,0.921480251,57.0253
2184,BDI2002,Burundi,BDI,Sub-Saharan Africa,Low income,2002,1.226879954,0.67,0.013,0.2777,0.0105,5.6197,5.6197,585.4516835,264.7072999,906.4680362,0.006199557,3.97E-05,0.000474335,50.81,NA,0.118228412,8.682,48.77103056,-1.247862,10.43821,4.685804181,16.98802523,21.67382941,0.388,0.1015,-1.3856,-1.247862,-0.6059043,-1.25268,-0.7776417,-0.8145984,-1.376956,0,0.955900335,0.998948031,0.956452808,0.970433725,5.9079
2185,BEL2002,Belgium,BEL,Europe & Central Asia,High income,2002,0.98145628,1.029,0.007,27.2075,123.2131,8.4071,8.4071,279000,90591.06933,3214.464076,0.002615397,0.001360102,9.76E-05,78.07560976,748,46.33,97.241,65.52918822,1.374162,155.90697,70.8312977,65.25385179,136.0851495,17.092,0.5939,1.3162,1.374162,1.287279,1.572433,1.357369,1.573773,1.624587,0.017,0.981395746,0.963960083,0.99176779,0.979041206,158.8277
2186,BEN2002,Benin,BEN,Sub-Saharan Africa,Low income,2002,0.977061093,1.029,0.016,0.1935,3.0762,15.9348,15.9348,1961.183239,1542.843108,1223.529974,0.013023629,0.001993851,9.87E-05,56.025,NA,0.702945595,39.036,51.83681649,-0.2285811,25.66652,20.18788163,31.29638328,51.48426491,1.508,0.0854,-0.3442,-0.2285811,-0.5168871,-1.049535,-0.8958718,-1.079285,-0.1098816,3.00E-04,0.907358272,0.947167032,0.991664676,0.948729994,19.2045
2187,BFA2002,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2002,0.910836935,0.856,0.016,0.549,0.0234,26.0652,26.0652,2102.699744,1140.986439,2115.096934,0.012323407,2.05E-05,0.000261093,51.384,NA,0.200992598,19.258,50.55520577,-0.6517585,NA,9.176684898,21.69622157,30.87290647,0.994,0.09,-0.6823,-0.6517585,-0.4983968,-1.088804,-1.15426,-1.127715,-0.3034556,-5.00E-05,0.912339202,0.999456792,0.976442024,0.962746006,26.6376
2188,BGD2002,Bangladesh,BGD,South Asia,Lower middle income,2002,NA,1.00085,-0.0155135,16.68,35.2711,98.992,98.992,39494.38159,15933.77751,13308.72203,0.00743813,0.002213606,0.000422339,66.43,289,0.139920289,24.756,59.99746554,-0.9030272,52.19579,12.40996893,16.55741179,28.96738072,2.882,0.1998,-0.9003,-0.9030272,-0.5719121,-0.9903979,-0.5465624,-0.7418672,-0.8105469,5.00E-04,0.947089923,0.941343975,0.961326891,0.949920263,150.9431
2189,BGR2002,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2002,1.045151711,1.106,0.013,6.3385,46.5987,-8.1168,0,21180.21524,8733.025906,2818.284757,0,0.005335917,0.000299265,71.86585366,1024,9.08,69.524,68.23333235,-0.0334654,95.29589,33.90857298,41.94556028,75.85413326,13.108,0.282,-0.0955,-0.0334654,-0.1470188,0.5542767,0.77845,0.7373775,0.3540589,0.0299,1,0.858609129,0.972863797,0.943824309,44.8204
2190,BHR2002,Bahrain,BHR,Middle East & North Africa,High income,2002,1.193022251,1.16,-0.002,4.2915,20.1192,0.152,0.152,NA,NA,NA,NA,NA,NA,74.822,NA,18.05072089,88.373,69.60916607,0.5676903,94.30006,72.5085663,58.62506792,131.1336342,11.696,0.3033,0.6122,0.5676903,-0.3400071,0.9217052,0.5790737,1.537273,0.5357728,0.0593,NA,NA,NA,NA,24.5627
2191,BHS2002,"Bahamas, The",BHS,Latin America & Caribbean,High income,2002,NA,1,0,0.1832,0.0168,-0.695,0,8270.482741,581.3854643,130.6871795,0,2.89E-05,2.22E-05,71.977,NA,18,82.092,65.76253007,1.430701,91.87913,36.17545456,34.10252715,70.27798171,5.586,0.4871,1.3607,1.430701,-0.3304839,-0.1518394,0.8960439,0.744561,1.423216,0.0354,1,0.999234209,0.998835754,0.999356655,-0.495
2192,BIH2002,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2002,NA,1,0,1.3018,17.16,1.865,1.865,NA,NA,NA,NA,NA,NA,74.803,NA,2.648267914,43.014,68.23724187,-0.6596539,NA,24.34785182,70.93062731,95.27847913,11.224,0.1556,-0.6659,-0.6596539,-0.6040835,0.5485075,-0.1251108,0.4549758,-0.4087068,0.0194,NA,NA,NA,NA,20.3268
2193,BLR2002,Belarus,BLR,Europe & Central Asia,Upper middle income,2002,NA,1,0,4.3148,62.264,3.4861,3.4861,15751.49967,8968.629801,3292.616855,0.001058763,0.006942421,0.000273929,68.05609756,1274,8.950971315,70.939,68.59766899,-1.335948,NA,63.62751594,67.37454234,131.0020583,11.224,0.0905,-1.2718,-1.335948,-0.1475827,0.8114911,-0.3712982,0.6390113,-0.9294405,0.0271,0.99246864,0.816040063,0.975238783,0.927915829,70.0649
